429572b641d44e749818aea688aefe39,6,beginner
f66ae252e1274f0f90c6f2b3ad98ed9b,6,intermediate
8398fc651ea04f9497089adaad0e2438,6,advanced
2097d45d1c5742189af2268fb81e4b50,28,beginner
647af8bd5ac44876810fdca2c5678ea5,28,intermediate
b6851babdb5043619eba9a53cf6ab506,28,advanced
ab2d4143b5624d348b6dae8bb11742cc,4,beginner
799b07c046aa4e128063d92fd566dd17,4,advanced
ff0cf5024c574b6c9e2f39c00cff7a6b,3,beginner
bbaca20a111e4d4cbf19c0a8674edf2a,3,intermediate
84aaa43684284681816d26ce517617b2,3,allstar
6f1e3e126986451f816d358bd291851e,5,beginner
1a4ce91687814cf587977fbae5ee3d32,11,beginner
61a77ffc52e44c0e8da6ce8cfe9bdcb5,11,advanced
1a5ee4bd820047d78890a4c6232a9e95,2,beginner
b029352a58f842368fba1134cd157e35,2,intermediate
d5a3aad76233493e898fd41ef3b7e640,10,beginner
1707883787684c0e9210bee27d7d11ed,10,advanced
9b256b3b53904fe9950e267828d64a9e,8,beginner
b9542646ebf8453795d6827653670f79,8,intermediate
14c2b2b262424288b9a4e52638218303,8,advanced